,City,Country,Pop,Lat,Lon
531,Busan,KR,3678555,35.10168,129.03004
532,Sejong,KR,230327,36.59245,127.29223
533,Ulsan,KR,962865,35.53722,129.31667
534,Yeosu,KR,295538,34.76062,127.66215
535,Gwangju,KR,1416938,35.15472,126.91556
536,Seongnam-si,KR,1031935,37.43861,127.13778
537,Daejeon,KR,1475221,36.34913,127.38493
538,Pohang,KR,500000,36.02917,129.36481
539,Changwon,KR,550000,35.22806,128.68111
540,Suwon,KR,1242724,37.29111,127.00889
541,Cheongju-si,KR,634596,36.63722,127.48972
542,Chuncheon,KR,209746,37.87472,127.73417
543,Daegu,KR,2566540,35.87028,128.59111
544,Jeju City,KR,408364,33.50972,126.52194
545,Incheon,KR,2628000,37.45646,126.70515
546,Suncheon,KR,230796,34.9505,127.48784
547,Mokpo,KR,268402,34.81282,126.39181
548,Andong,KR,129319,36.56636,128.72275
549,Quito,EC,1399814,-0.22985000000000003,-78.52495
550,Dublin,IE,1024027,53.33306,-6.24889
551,Utrecht,NL,290529,52.09083,5.12222
552,Nijmegen,NL,158732,51.8425,5.85278
553,Haarlem,NL,147590,52.38084,4.63683
554,Eindhoven,NL,209620,51.44083,5.47778
555,Rotterdam,NL,598199,51.9225,4.47917
