date,STATE,COUNTY,DAILY_AQI_VALUE,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,AQI_Percent_Change,AQI_Increase,AQI_Decrease,Rec_Retail_Increase,Rec_Retail_Decrease,Grocery_Pharmacy_Increase,Grocery_Pharmacy_Decrease,Parks_Increase,Parks_Decrease,Transit_Stations_Increase,Transit_Stations_Decrease,Work_Increase,Work_Decrease,Home_Increase,Home_Decrease
3/15/20,Alabama,Montgomery,74,-7,17,17,-6,-8,1,0.1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/16/20,Alabama,Montgomery,77,-7,22,-8,-12,-16,5,0.04,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/17/20,Alabama,Montgomery,82,-12,14,5,-1,-21,8,0.06,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,Alabama,Montgomery,76,-13,13,10,2,-28,10,-0.07,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,Alabama,Montgomery,61,-20,14,-3,4,-32,13,-0.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,Alabama,Montgomery,64,-26,10,8,-8,-36,15,0.05,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/21/20,Alabama,Montgomery,52,-34,3,-5,3,-20,8,-0.19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,Alabama,Montgomery,56,-41,-6,-38,-28,-29,10,0.08,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,Alabama,Montgomery,53,-29,0,-9,-17,-33,14,-0.05,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,Alabama,Montgomery,45,-28,-3,13,-14,-35,15,-0.15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Alabama,Montgomery,52,-27,-3,23,3,-36,14,0.16,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Alabama,Montgomery,62,-29,-2,5,10,-36,16,0.19,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,Alabama,Montgomery,60,-31,1,-11,-14,-38,18,-0.03,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/28/20,Alabama,Montgomery,54,-38,-2,-7,-1,-22,10,-0.1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/29/20,Alabama,Montgomery,57,-44,-14,-9,-14,-34,11,0.06,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/30/20,Alabama,Montgomery,58,-33,-10,2,-25,-40,15,0.02,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/31/20,Alabama,Montgomery,44,-35,-9,-25,-30,-43,20,-0.24,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/1/20,Alabama,Montgomery,41,-24,11,12,-3,-41,16,-0.07,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Alabama,Montgomery,34,-33,6,0,-4,-42,18,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,Alabama,Montgomery,23,-35,8,-3,-10,-42,19,-0.32,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/4/20,Alabama,Montgomery,11,-47,2,-17,-8,-29,13,-0.52,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,Alabama,Montgomery,18,-52,-17,-16,-30,-38,13,0.64,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Alabama,Montgomery,30,-40,-13,-3,-20,-43,17,0.67,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,Alabama,Montgomery,25,-40,-13,-29,-28,-45,21,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Alabama,Montgomery,9,-40,-13,-12,-20,-46,20,-0.64,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/9/20,Alabama,Montgomery,5,-39,-5,-9,6,-45,20,-0.44,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,Alabama,Montgomery,11,-37,-5,3,-15,-50,23,1.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/11/20,Alabama,Montgomery,28,-43,-2,0,4,-29,11,1.55,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,Alabama,Morgan,25,7,6,55,6,3,0,-0.11, , , , , , , , , , , , , , 
2/16/20,Alabama,Morgan,28,2,7,2,8,2,0,0.12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Alabama,Morgan,21,6,-3,10,14,-17,4,-0.25,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,Alabama,Morgan,10,-4,-4,-21,3,-3,2,-0.52,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Alabama,Morgan,30,4,5,7,10,2,0,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/20/20,Alabama,Morgan,16,-5,-6,-15,6,-1,3,-0.47,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Alabama,Morgan,23,3,-2,-7,14,2,0,0.44,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Alabama,Morgan,24,12,6,76,6,9,-2,0.04,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Alabama,Morgan,30,2,4,-14,5,5,0,0.25,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Alabama,Morgan,22,-1,-4,-14,3,0,3,-0.27,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/15/20,Alabama,Russell,31,9,3,,,-2,-1,0.41, , , , , , , , , , , , , , 
2/16/20,Alabama,Russell,35,-5,-8,,,-4,1,0.13,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Alabama,Russell,25,0,2,,,-22,5,-0.29,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,Alabama,Russell,26,-1,0,,,-2,2,0.04,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/19/20,Alabama,Russell,8,3,1,,,0,0,-0.69,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,Alabama,Russell,5,-8,-10,,,-1,3,-0.38,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Alabama,Russell,24,1,1,,,3,-1,3.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Alabama,Russell,45,9,5,,,-1,-1,0.88,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Alabama,Russell,53,3,2,,,-1,0,0.18,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Alabama,Russell,49,-6,0,,,3,1,-0.08,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/25/20,Alabama,Russell,16,11,10,,,1,0,-0.67,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,Alabama,Russell,21,22,6,,,1,-2,0.31,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/27/20,Alabama,Russell,17,19,14,,,1,-2,-0.19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Alabama,Russell,36,17,10,,,3,-3,1.12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Alabama,Russell,30,21,14,,,1,-3,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/1/20,Alabama,Russell,60,20,15,,,1,-2,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/2/20,Alabama,Russell,52,17,10,,,4,-1,-0.13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,Alabama,Russell,26,18,18,,,0,0,-0.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/4/20,Alabama,Russell,21,5,-5,,,-3,2,-0.19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Alabama,Russell,5,9,0,,,-1,2,-0.76,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Alabama,Russell,11,13,7,,,3,-2,1.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Alabama,Russell,27,18,8,,,4,-3,1.45,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/8/20,Alabama,Russell,42,17,8,,,1,-1,0.56,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Alabama,Russell,58,13,8,,,3,-2,0.38,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Alabama,Russell,47,17,13,,,-1,0,-0.19,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/11/20,Alabama,Russell,39,13,8,,,1,-1,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,Alabama,Russell,38,15,21,,,0,-2,-0.03,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Alabama,Russell,64,-26,52,,,-38,13,0.68,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/3/20,Alabama,Russell,75,-28,61,,,-37,16,0.17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Alabama,Russell,67,-37,26,,,-40,15,-0.11,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/7/20,Alabama,Russell,56,-35,28,,,-42,16,-0.16,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Alabama,Russell,36,-36,22,,,-42,16,-0.36,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/9/20,Alabama,Russell,33,-33,37,,,-40,16,-0.08,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,Alabama,Russell,18,-31,40,,,-43,18,-0.45,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/15/20,Alaska,Anchorage,33,5,3,11,3,0,0,0.83, , , , , , , , , , , , , , 
2/16/20,Alaska,Anchorage,44,15,3,43,6,3,-1,0.33,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Alaska,Anchorage,7,4,0,-2,-10,-36,10,-0.84,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,Alaska,Anchorage,4,-5,-1,-19,3,1,2,-0.43,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Alaska,Anchorage,6,-1,-3,-8,5,1,1,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/20/20,Alaska,Anchorage,13,3,4,-1,1,3,-1,1.17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/21/20,Alaska,Anchorage,14,-2,-2,-6,2,4,1,0.08,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Alaska,Anchorage,15,6,3,12,3,3,-1,0.07,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Alaska,Anchorage,28,12,5,31,2,4,-1,0.87,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Alaska,Anchorage,37,4,3,-1,4,4,0,0.32,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,Alaska,Anchorage,26,7,2,3,2,4,0,-0.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,Alaska,Anchorage,30,11,6,3,6,4,-1,0.15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/27/20,Alaska,Anchorage,40,10,8,16,10,3,-1,0.33,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/28/20,Alaska,Anchorage,52,13,6,17,8,5,-2,0.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Alaska,Anchorage,25,15,10,9,15,3,-2,-0.52,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/1/20,Alaska,Anchorage,17,20,15,17,20,6,-1,-0.32,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,Alaska,Anchorage,3,6,7,9,7,0,0,-0.82,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,Alaska,Anchorage,18,11,11,-8,5,3,0,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,Alaska,Anchorage,15,9,9,3,7,3,-1,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Alaska,Anchorage,28,8,8,3,2,3,-1,0.87,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/6/20,Alaska,Anchorage,42,11,3,2,9,-5,2,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Alaska,Anchorage,13,18,12,19,10,1,-1,-0.69,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,Alaska,Anchorage,13,13,6,33,11,2,-1,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Alaska,Anchorage,11,8,5,0,5,-12,3,-0.15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/10/20,Alaska,Anchorage,13,12,8,8,3,-9,2,0.18,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Alaska,Anchorage,30,10,10,10,2,-9,2,1.31,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/12/20,Alaska,Anchorage,39,10,24,10,-3,-9,3,0.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,Alaska,Anchorage,49,4,20,6,-3,-10,4,0.26,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,Alaska,Anchorage,51,-3,20,23,1,-2,2,0.04,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/15/20,Alaska,Anchorage,45,1,16,62,7,-3,1,-0.12,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/16/20,Alaska,Anchorage,44,-1,27,30,-7,-13,5,-0.02,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/17/20,Alaska,Anchorage,38,-20,10,-1,-11,-17,9,-0.14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/18/20,Alaska,Anchorage,33,-25,6,5,-11,-23,12,-0.13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,Alaska,Anchorage,41,-30,6,-1,-24,-27,13,0.24,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/20/20,Alaska,Anchorage,24,-28,8,24,-25,-29,14,-0.41,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/21/20,Alaska,Anchorage,20,-37,5,-10,-22,-26,10,-0.17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,Alaska,Anchorage,15,-31,-1,108,-28,-26,7,-0.25,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/23/20,Alaska,Anchorage,46,-40,-10,19,-37,-41,18,2.07,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/24/20,Alaska,Anchorage,45,-41,-13,19,-40,-45,20,-0.02,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Alaska,Anchorage,41,-42,-14,10,-41,-47,21,-0.09,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/26/20,Alaska,Anchorage,21,-42,-11,46,-44,-48,20,-0.49,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/27/20,Alaska,Anchorage,20,-46,-15,-2,-51,-48,23,-0.05,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/28/20,Alaska,Anchorage,18,-50,-17,22,-49,-38,13,-0.1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/29/20,Alaska,Anchorage,21,-49,-25,51,-53,-39,11,0.17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/30/20,Alaska,Anchorage,23,-41,-15,25,-49,-52,21,0.1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/31/20,Alaska,Anchorage,18,-39,-14,25,-45,-50,22,-0.22,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/1/20,Alaska,Anchorage,8,-38,-7,-2,-42,-50,22,-0.56,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Alaska,Anchorage,10,-46,-13,-22,-50,-51,23,0.25,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/3/20,Alaska,Anchorage,15,-44,-12,11,-46,-50,23,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
